conversation_id,sender,message,timestamp
en_1468,user,I'm feeling sick,2025-03-19 09:14:26
en_1468,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-05-05 12:13:30
en_1469,user,I'm not sleeping well,2025-04-11 10:49:00
en_1469,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-02-20 14:38:53
en_1470,user,I have a headache,2025-03-19 01:28:22
en_1470,bot,How long have you had the headache?,2025-06-14 02:54:19
en_1471,user,I'm not sleeping well,2025-03-23 11:25:59
en_1471,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-07-18 01:34:33
en_1472,user,I feel dizzy,2025-05-03 23:09:36
en_1472,bot,Have you eaten or drunk anything unusual today?,2025-01-15 18:38:02
en_1473,user,I have a headache,2025-03-18 07:16:10
en_1473,bot,How long have you had the headache?,2025-01-05 04:50:01
en_1474,user,I'm feeling sick,2025-02-28 04:50:22
en_1474,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-05-20 07:43:13
en_1475,user,What should I take for a cold?,2025-02-28 19:55:58
en_1475,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-22 20:15:18
en_1476,user,What should I take for a cold?,2025-07-14 23:35:13
en_1476,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-13 06:12:45
en_1477,user,I'm feeling sick,2025-05-04 13:48:27
en_1477,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-01-21 01:31:02
en_1478,user,I have a headache,2025-05-04 19:47:20
en_1478,bot,How long have you had the headache?,2025-03-07 05:39:33
en_1479,user,I'm feeling sick,2025-01-14 13:37:51
en_1479,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-03-13 12:00:58
en_1480,user,I have a headache,2025-03-16 08:15:30
en_1480,bot,How long have you had the headache?,2025-07-04 01:50:37
en_1481,user,What should I take for a cold?,2025-01-31 10:03:16
en_1481,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-06-21 07:32:12
en_1482,user,I'm feeling sick,2025-06-24 08:03:14
en_1482,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-02-27 00:51:01
en_1483,user,I feel dizzy,2025-04-27 00:25:25
en_1483,bot,Have you eaten or drunk anything unusual today?,2025-05-20 20:08:53
en_1484,user,I feel dizzy,2025-05-17 01:01:58
en_1484,bot,Have you eaten or drunk anything unusual today?,2025-03-13 03:23:52
en_1485,user,I'm not sleeping well,2025-02-15 19:24:42
en_1485,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-06-15 23:08:24
en_1486,user,I'm not sleeping well,2025-05-29 10:49:46
en_1486,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-03-03 02:26:49
en_1487,user,I feel dizzy,2025-05-08 15:54:06
en_1487,bot,Have you eaten or drunk anything unusual today?,2025-03-12 11:26:38
en_1488,user,I'm not sleeping well,2025-04-05 01:42:18
en_1488,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-05-26 23:06:46
en_1489,user,I'm feeling sick,2025-07-15 17:31:40
en_1489,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-01-10 18:25:46
en_1490,user,What should I take for a cold?,2025-02-22 18:38:47
en_1490,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-05-09 13:48:25
en_1491,user,I feel dizzy,2025-03-10 20:29:58
en_1491,bot,Have you eaten or drunk anything unusual today?,2025-06-06 12:50:52
en_1492,user,I have a headache,2025-02-22 16:02:37
en_1492,bot,How long have you had the headache?,2025-06-13 20:32:42
en_1493,user,I'm not sleeping well,2025-07-08 12:55:28
en_1493,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-01-07 11:04:55
en_1494,user,I'm feeling sick,2025-01-15 13:46:11
en_1494,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-06-13 18:52:02
en_1495,user,I'm not sleeping well,2025-06-05 05:34:35
en_1495,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-01-12 04:11:49
en_1496,user,I feel dizzy,2025-02-28 12:38:57
en_1496,bot,Have you eaten or drunk anything unusual today?,2025-05-22 12:29:23
en_1497,user,I'm feeling sick,2025-04-23 23:12:21
en_1497,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-06-18 04:55:13
en_1498,user,What should I take for a cold?,2025-06-24 08:21:33
en_1498,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-13 19:47:21
en_1499,user,I'm feeling sick,2025-06-24 13:25:46
en_1499,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-05-15 20:17:58
en_1500,user,I have a headache,2025-04-16 13:56:48
en_1500,bot,How long have you had the headache?,2025-02-12 08:29:51
en_1501,user,I have a headache,2025-01-30 18:02:17
en_1501,bot,How long have you had the headache?,2025-07-14 11:22:40
en_1502,user,I have a headache,2025-01-12 05:19:27
en_1502,bot,How long have you had the headache?,2025-07-03 00:15:58
en_1503,user,I have a headache,2025-05-31 03:18:21
en_1503,bot,How long have you had the headache?,2025-03-24 15:37:32
en_1504,user,I feel dizzy,2025-03-17 05:33:35
en_1504,bot,Have you eaten or drunk anything unusual today?,2025-04-17 04:07:26
en_1505,user,What should I take for a cold?,2025-02-23 00:37:05
en_1505,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-03-16 06:27:32
en_1506,user,What should I take for a cold?,2025-07-08 19:16:43
en_1506,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-03-21 22:10:02
en_1507,user,I'm not sleeping well,2025-04-16 19:24:56
en_1507,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-05-04 23:07:27
en_1508,user,I feel dizzy,2025-05-14 15:53:18
en_1508,bot,Have you eaten or drunk anything unusual today?,2025-04-19 19:13:42
en_1509,user,I feel dizzy,2025-03-27 09:07:12
en_1509,bot,Have you eaten or drunk anything unusual today?,2025-05-24 07:04:02
en_1510,user,I'm not sleeping well,2025-06-06 05:54:04
en_1510,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-04-15 15:07:05
en_1511,user,I'm not sleeping well,2025-04-18 23:59:20
en_1511,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-03-11 08:38:02
en_1512,user,I have a headache,2025-03-08 11:37:30
en_1512,bot,How long have you had the headache?,2025-06-15 00:38:08
en_1513,user,I feel dizzy,2025-01-29 22:53:22
en_1513,bot,Have you eaten or drunk anything unusual today?,2025-06-25 23:15:09
en_1514,user,What should I take for a cold?,2025-01-16 08:27:21
en_1514,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-25 03:15:00
en_1515,user,I'm not sleeping well,2025-04-24 14:10:36
en_1515,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-07-09 12:42:56
en_1516,user,I have a headache,2025-03-29 18:06:56
en_1516,bot,How long have you had the headache?,2025-06-12 09:11:54
en_1517,user,I'm not sleeping well,2025-05-02 05:09:40
en_1517,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-03-07 16:27:28
en_1518,user,What should I take for a cold?,2025-01-23 08:51:15
en_1518,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-22 21:15:46
en_1519,user,What should I take for a cold?,2025-02-19 00:35:27
en_1519,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-23 17:21:20
en_1520,user,I feel dizzy,2025-01-26 04:10:48
en_1520,bot,Have you eaten or drunk anything unusual today?,2025-06-23 21:19:45
en_1521,user,I have a headache,2025-05-07 20:18:46
en_1521,bot,How long have you had the headache?,2025-03-19 20:54:42
en_1522,user,What should I take for a cold?,2025-05-23 00:22:10
en_1522,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-05-20 06:32:38
en_1523,user,I have a headache,2025-06-22 23:20:34
en_1523,bot,How long have you had the headache?,2025-04-23 13:22:51
en_1524,user,I'm not sleeping well,2025-07-02 18:50:19
en_1524,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-03-29 05:52:59
en_1525,user,I feel dizzy,2025-05-08 12:16:01
en_1525,bot,Have you eaten or drunk anything unusual today?,2025-02-25 20:40:58
en_1526,user,I feel dizzy,2025-04-18 04:45:34
en_1526,bot,Have you eaten or drunk anything unusual today?,2025-02-09 08:42:38
en_1527,user,What should I take for a cold?,2025-06-25 09:36:53
en_1527,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-03-27 13:38:58
en_1528,user,What should I take for a cold?,2025-02-07 11:43:15
en_1528,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-02-25 06:37:03
en_1529,user,I feel dizzy,2025-06-30 07:06:21
en_1529,bot,Have you eaten or drunk anything unusual today?,2025-05-19 18:59:51
en_1530,user,I'm feeling sick,2025-07-07 04:00:29
en_1530,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-01-20 23:48:13
en_1531,user,What should I take for a cold?,2025-04-23 17:47:21
en_1531,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-03-25 03:30:41
en_1532,user,I have a headache,2025-06-10 04:04:18
en_1532,bot,How long have you had the headache?,2025-03-26 10:27:43
en_1533,user,What should I take for a cold?,2025-03-23 14:48:12
en_1533,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-06-27 00:55:06
en_1534,user,I have a headache,2025-06-20 20:44:09
en_1534,bot,How long have you had the headache?,2025-02-13 02:52:32
en_1535,user,I feel dizzy,2025-01-02 06:07:20
en_1535,bot,Have you eaten or drunk anything unusual today?,2025-04-16 20:06:05
en_1536,user,I feel dizzy,2025-02-10 20:05:59
en_1536,bot,Have you eaten or drunk anything unusual today?,2025-04-01 13:15:15
en_1537,user,I feel dizzy,2025-02-08 18:58:27
en_1537,bot,Have you eaten or drunk anything unusual today?,2025-03-14 13:54:05
en_1538,user,I'm not sleeping well,2025-06-07 10:50:05
en_1538,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-05-12 13:23:40
en_1539,user,What should I take for a cold?,2025-03-04 03:49:25
en_1539,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-05-09 02:25:12
en_1540,user,I feel dizzy,2025-06-22 12:49:34
en_1540,bot,Have you eaten or drunk anything unusual today?,2025-03-25 09:49:14
en_1541,user,I have a headache,2025-04-02 01:22:56
en_1541,bot,How long have you had the headache?,2025-03-14 11:46:07
en_1542,user,I'm feeling sick,2025-01-24 17:53:23
en_1542,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-06-02 07:12:36
en_1543,user,I'm not sleeping well,2025-02-21 21:53:36
en_1543,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-06-21 19:32:02
en_1544,user,I'm not sleeping well,2025-05-13 12:06:16
en_1544,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-05-22 01:07:32
en_1545,user,I feel dizzy,2025-02-27 03:05:16
en_1545,bot,Have you eaten or drunk anything unusual today?,2025-04-16 05:18:17
en_1546,user,I feel dizzy,2025-06-24 02:04:47
en_1546,bot,Have you eaten or drunk anything unusual today?,2025-07-09 09:36:22
en_1547,user,I'm feeling sick,2025-02-04 06:48:46
en_1547,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-06-04 21:52:28
en_1548,user,I feel dizzy,2025-05-21 12:33:46
en_1548,bot,Have you eaten or drunk anything unusual today?,2025-07-05 00:45:08
en_1549,user,I'm not sleeping well,2025-06-26 13:33:29
en_1549,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-04-03 18:04:55
en_1550,user,I'm feeling sick,2025-02-07 04:37:57
en_1550,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-03-27 09:27:31
en_1551,user,I feel dizzy,2025-05-09 18:48:41
en_1551,bot,Have you eaten or drunk anything unusual today?,2025-02-02 07:19:26
en_1552,user,What should I take for a cold?,2025-04-05 01:03:52
en_1552,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-05-05 18:03:06
en_1553,user,I feel dizzy,2025-04-28 02:47:20
en_1553,bot,Have you eaten or drunk anything unusual today?,2025-01-24 22:41:53
en_1554,user,I'm not sleeping well,2025-06-12 07:59:45
en_1554,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-02-15 22:23:04
en_1555,user,I'm feeling sick,2025-03-24 01:54:52
en_1555,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-05-14 22:33:02
en_1556,user,I have a headache,2025-04-20 01:59:26
en_1556,bot,How long have you had the headache?,2025-02-14 01:16:14
en_1557,user,I have a headache,2025-06-21 16:57:22
en_1557,bot,How long have you had the headache?,2025-03-20 15:24:32
en_1558,user,I'm feeling sick,2025-01-29 03:42:18
en_1558,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-02-02 07:52:39
en_1559,user,I'm not sleeping well,2025-04-10 08:12:42
en_1559,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-01-29 09:08:43
en_1560,user,What should I take for a cold?,2025-02-17 10:49:12
en_1560,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-04-08 11:53:12
en_1561,user,I'm not sleeping well,2025-04-04 11:37:52
en_1561,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-02-27 09:48:51
en_1562,user,I feel dizzy,2025-06-17 06:53:20
en_1562,bot,Have you eaten or drunk anything unusual today?,2025-04-23 14:18:36
en_1563,user,What should I take for a cold?,2025-06-15 15:29:01
en_1563,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-07-17 07:14:28
en_1564,user,What should I take for a cold?,2025-05-02 23:11:12
en_1564,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-14 17:47:18
en_1565,user,I feel dizzy,2025-01-05 21:31:08
en_1565,bot,Have you eaten or drunk anything unusual today?,2025-01-23 15:59:20
en_1566,user,I'm not sleeping well,2025-03-08 09:21:44
en_1566,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-02-07 11:58:14
en_1567,user,I'm feeling sick,2025-05-10 09:35:53
en_1567,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-05-13 06:58:49
en_1568,user,I have a headache,2025-02-17 22:11:11
en_1568,bot,How long have you had the headache?,2025-04-04 07:00:52
en_1569,user,What should I take for a cold?,2025-02-09 16:45:20
en_1569,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-04-16 06:07:55
en_1570,user,I have a headache,2025-03-05 22:26:03
en_1570,bot,How long have you had the headache?,2025-02-12 13:35:39
en_1571,user,What should I take for a cold?,2025-05-29 06:03:10
en_1571,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-04-19 18:31:02
en_1572,user,I'm feeling sick,2025-03-12 07:56:15
en_1572,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-02-18 23:26:00
en_1573,user,I feel dizzy,2025-03-13 23:13:49
en_1573,bot,Have you eaten or drunk anything unusual today?,2025-04-21 08:36:29
en_1574,user,I'm not sleeping well,2025-04-01 23:39:05
en_1574,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-01-19 05:01:29
en_1575,user,I have a headache,2025-02-04 03:03:19
en_1575,bot,How long have you had the headache?,2025-05-21 19:58:34
en_1576,user,I'm feeling sick,2025-07-06 08:25:45
en_1576,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-01-11 20:07:42
en_1577,user,I have a headache,2025-06-09 13:15:47
en_1577,bot,How long have you had the headache?,2025-02-05 07:24:16
en_1578,user,I feel dizzy,2025-01-18 09:29:04
en_1578,bot,Have you eaten or drunk anything unusual today?,2025-02-02 14:17:13
en_1579,user,What should I take for a cold?,2025-07-05 06:49:12
en_1579,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-02-07 01:28:43
en_1580,user,I'm feeling sick,2025-04-11 00:59:43
en_1580,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-04-12 13:03:07
en_1581,user,What should I take for a cold?,2025-07-17 17:52:23
en_1581,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-03-31 10:00:09
en_1582,user,I feel dizzy,2025-04-12 23:53:04
en_1582,bot,Have you eaten or drunk anything unusual today?,2025-06-04 00:39:00
en_1583,user,I have a headache,2025-02-03 02:01:33
en_1583,bot,How long have you had the headache?,2025-05-22 05:30:23
en_1584,user,I feel dizzy,2025-06-21 15:41:33
en_1584,bot,Have you eaten or drunk anything unusual today?,2025-03-04 10:43:51
en_1585,user,I have a headache,2025-04-02 23:01:32
en_1585,bot,How long have you had the headache?,2025-06-29 19:10:32
en_1586,user,I feel dizzy,2025-07-13 01:45:56
en_1586,bot,Have you eaten or drunk anything unusual today?,2025-01-29 06:21:40
en_1587,user,I feel dizzy,2025-06-06 12:27:32
en_1587,bot,Have you eaten or drunk anything unusual today?,2025-06-21 07:54:50
en_1588,user,What should I take for a cold?,2025-01-27 13:17:18
en_1588,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-07-15 07:17:59
en_1589,user,I feel dizzy,2025-07-05 18:07:44
en_1589,bot,Have you eaten or drunk anything unusual today?,2025-02-07 06:53:01
en_1590,user,I'm feeling sick,2025-02-02 03:34:22
en_1590,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-01-11 04:56:55
en_1591,user,I feel dizzy,2025-01-10 17:30:26
en_1591,bot,Have you eaten or drunk anything unusual today?,2025-02-24 22:37:14
en_1592,user,I'm feeling sick,2025-03-28 22:52:48
en_1592,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-06-24 15:35:16
en_1593,user,I have a headache,2025-05-16 08:18:21
en_1593,bot,How long have you had the headache?,2025-01-07 16:39:11
en_1594,user,What should I take for a cold?,2025-01-17 15:05:19
en_1594,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-24 22:05:40
en_1595,user,I feel dizzy,2025-02-18 02:45:14
en_1595,bot,Have you eaten or drunk anything unusual today?,2025-04-17 18:51:48
en_1596,user,I'm feeling sick,2025-06-28 16:20:21
en_1596,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-03-25 19:26:17
en_1597,user,What should I take for a cold?,2025-03-21 23:18:52
en_1597,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-06-26 17:51:45
en_1598,user,I feel dizzy,2025-05-26 08:35:36
en_1598,bot,Have you eaten or drunk anything unusual today?,2025-06-10 11:52:35
en_1599,user,I feel dizzy,2025-06-30 17:46:54
en_1599,bot,Have you eaten or drunk anything unusual today?,2025-04-20 06:07:25
en_1600,user,I'm not sleeping well,2025-01-29 17:22:58
en_1600,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-07-02 00:53:35
en_1601,user,I'm not sleeping well,2025-02-27 00:38:21
en_1601,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-07-15 07:46:39
en_1602,user,What should I take for a cold?,2025-04-11 18:43:45
en_1602,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-14 23:02:12
en_1603,user,I feel dizzy,2025-06-26 23:18:36
en_1603,bot,Have you eaten or drunk anything unusual today?,2025-04-02 00:30:00
en_1604,user,I have a headache,2025-05-02 17:32:00
en_1604,bot,How long have you had the headache?,2025-01-15 03:01:58
en_1605,user,What should I take for a cold?,2025-06-13 04:49:33
en_1605,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-12 06:51:17
en_1606,user,I have a headache,2025-05-21 19:32:58
en_1606,bot,How long have you had the headache?,2025-06-23 08:07:07
en_1607,user,I have a headache,2025-03-14 14:54:57
en_1607,bot,How long have you had the headache?,2025-06-27 03:11:17
en_1608,user,I'm not sleeping well,2025-04-07 10:02:19
en_1608,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-06-06 04:23:16
en_1609,user,I have a headache,2025-07-04 22:38:42
en_1609,bot,How long have you had the headache?,2025-06-16 10:50:10
en_1610,user,I'm feeling sick,2025-05-19 06:51:55
en_1610,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-04-19 07:55:48
en_1611,user,I'm feeling sick,2025-05-10 01:07:33
en_1611,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-06-01 19:57:22
en_1612,user,I'm not sleeping well,2025-05-17 16:59:16
en_1612,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-03-07 20:42:07
en_1613,user,I feel dizzy,2025-03-07 16:40:54
en_1613,bot,Have you eaten or drunk anything unusual today?,2025-06-14 08:35:21
en_1614,user,I'm not sleeping well,2025-03-09 07:42:57
en_1614,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-05-08 11:27:46
en_1615,user,I have a headache,2025-05-17 05:40:15
en_1615,bot,How long have you had the headache?,2025-02-11 21:53:07
en_1616,user,I have a headache,2025-07-16 03:28:16
en_1616,bot,How long have you had the headache?,2025-04-03 00:21:16
en_1617,user,I feel dizzy,2025-06-05 03:52:15
en_1617,bot,Have you eaten or drunk anything unusual today?,2025-05-16 13:17:08
en_1618,user,I'm feeling sick,2025-04-22 03:53:20
en_1618,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-07-14 02:04:36
en_1619,user,I'm feeling sick,2025-06-23 18:28:26
en_1619,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-05-17 06:40:40
en_1620,user,I have a headache,2025-04-21 17:42:58
en_1620,bot,How long have you had the headache?,2025-01-07 21:33:00
en_1621,user,I have a headache,2025-02-21 01:42:26
en_1621,bot,How long have you had the headache?,2025-02-06 06:56:42
en_1622,user,I'm not sleeping well,2025-07-02 04:37:05
en_1622,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-01-06 15:55:45
en_1623,user,I have a headache,2025-06-27 09:03:07
en_1623,bot,How long have you had the headache?,2025-01-16 14:53:15
en_1624,user,What should I take for a cold?,2025-06-02 22:57:45
en_1624,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-05-03 18:02:14
en_1625,user,I feel dizzy,2025-02-27 01:04:44
en_1625,bot,Have you eaten or drunk anything unusual today?,2025-03-01 05:27:19
en_1626,user,I have a headache,2025-02-20 20:25:26
en_1626,bot,How long have you had the headache?,2025-04-28 20:01:22
en_1627,user,I'm not sleeping well,2025-06-01 22:33:12
en_1627,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-01-03 18:25:13
en_1628,user,I feel dizzy,2025-02-10 09:59:08
en_1628,bot,Have you eaten or drunk anything unusual today?,2025-07-14 19:04:05
en_1629,user,I'm not sleeping well,2025-05-31 11:45:30
en_1629,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-05-29 20:41:09
en_1630,user,I'm not sleeping well,2025-03-13 15:21:38
en_1630,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-06-13 03:08:04
en_1631,user,I have a headache,2025-03-11 17:56:46
en_1631,bot,How long have you had the headache?,2025-05-15 03:08:07
en_1632,user,I feel dizzy,2025-04-23 03:06:50
en_1632,bot,Have you eaten or drunk anything unusual today?,2025-04-03 01:10:47
en_1633,user,What should I take for a cold?,2025-03-08 20:06:18
en_1633,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-01-15 08:49:17
en_1634,user,I'm not sleeping well,2025-05-02 11:42:15
en_1634,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-02-01 00:42:16
en_1635,user,I have a headache,2025-07-10 22:03:44
en_1635,bot,How long have you had the headache?,2025-03-07 18:46:38
en_1636,user,I'm not sleeping well,2025-01-31 16:55:41
en_1636,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-03-12 22:15:02
en_1637,user,What should I take for a cold?,2025-06-11 01:36:19
en_1637,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-06-06 14:12:27
en_1638,user,I feel dizzy,2025-02-06 03:49:55
en_1638,bot,Have you eaten or drunk anything unusual today?,2025-07-17 19:01:15
en_1639,user,I have a headache,2025-04-01 13:12:54
en_1639,bot,How long have you had the headache?,2025-02-02 03:23:53
en_1640,user,I feel dizzy,2025-04-07 15:15:23
en_1640,bot,Have you eaten or drunk anything unusual today?,2025-01-01 10:16:31
en_1641,user,What should I take for a cold?,2025-02-22 00:09:14
en_1641,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-07-09 21:53:09
en_1642,user,I'm not sleeping well,2025-06-21 17:07:08
en_1642,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-03-31 10:38:50
en_1643,user,I'm not sleeping well,2025-02-16 00:38:53
en_1643,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-02-28 03:33:48
en_1644,user,I have a headache,2025-02-03 05:20:28
en_1644,bot,How long have you had the headache?,2025-07-07 17:42:00
en_1645,user,What should I take for a cold?,2025-05-13 04:09:27
en_1645,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-04-17 08:49:22
en_1646,user,I'm not sleeping well,2025-04-06 02:03:44
en_1646,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-06-09 19:47:43
en_1647,user,I'm not sleeping well,2025-02-22 05:45:47
en_1647,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-03-13 23:33:16
en_1648,user,I feel dizzy,2025-02-01 00:08:58
en_1648,bot,Have you eaten or drunk anything unusual today?,2025-05-03 01:06:40
en_1649,user,I'm feeling sick,2025-06-02 07:32:29
en_1649,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-02-21 16:06:00
en_1650,user,I'm feeling sick,2025-01-09 17:19:13
en_1650,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-07-07 03:39:28
en_1651,user,I have a headache,2025-04-30 06:50:59
en_1651,bot,How long have you had the headache?,2025-04-11 14:59:01
en_1652,user,I'm feeling sick,2025-04-18 17:41:22
en_1652,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-03-12 12:54:05
en_1653,user,What should I take for a cold?,2025-05-15 16:56:32
en_1653,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-05-17 20:36:53
en_1654,user,I have a headache,2025-03-29 18:05:11
en_1654,bot,How long have you had the headache?,2025-07-03 07:44:19
en_1655,user,I have a headache,2025-04-30 06:17:35
en_1655,bot,How long have you had the headache?,2025-04-17 07:23:13
en_1656,user,I'm feeling sick,2025-01-13 10:44:40
en_1656,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-01-02 05:51:35
en_1657,user,I feel dizzy,2025-07-14 13:47:34
en_1657,bot,Have you eaten or drunk anything unusual today?,2025-03-01 04:58:55
en_1658,user,I'm not sleeping well,2025-07-13 20:09:56
en_1658,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-06-12 11:26:16
en_1659,user,I feel dizzy,2025-03-12 18:49:11
en_1659,bot,Have you eaten or drunk anything unusual today?,2025-05-27 16:43:06
en_1660,user,I'm not sleeping well,2025-06-22 19:09:44
en_1660,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-01-18 07:35:58
en_1661,user,I feel dizzy,2025-06-23 09:53:00
en_1661,bot,Have you eaten or drunk anything unusual today?,2025-03-15 16:15:53
en_1662,user,I'm not sleeping well,2025-06-06 08:13:49
en_1662,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-06-09 13:49:39
en_1663,user,I have a headache,2025-01-28 20:56:05
en_1663,bot,How long have you had the headache?,2025-03-31 02:47:58
en_1664,user,What should I take for a cold?,2025-05-03 15:04:58
en_1664,bot,You can take paracetamol and rest. Drink lots of fluids.,2025-05-21 16:40:59
en_1665,user,I feel dizzy,2025-01-12 07:25:50
en_1665,bot,Have you eaten or drunk anything unusual today?,2025-06-11 02:37:05
en_1666,user,I'm not sleeping well,2025-02-23 05:24:11
en_1666,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-01-02 18:53:35
en_1667,user,I'm not sleeping well,2025-06-04 16:57:19
en_1667,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-07-02 13:52:16
en_1668,user,I have a headache,2025-07-04 01:25:41
en_1668,bot,How long have you had the headache?,2025-02-01 19:15:04
en_1669,user,I'm feeling sick,2025-04-17 18:23:29
en_1669,bot,I'm sorry to hear that. Can you tell me your symptoms?,2025-04-06 19:41:45
en_1670,user,I'm not sleeping well,2025-03-08 16:22:49
en_1670,bot,Sleep issues can be caused by stress. Would you like some tips?,2025-05-01 06:26:35
en_1671,user,I have a headache,2025-04-10 11:07:53
